Name,Class,Direction,Time
E_25335,truck,route_7,1717.5971462

E_25295,car,route_6,1718.6917155

E_25361,motorcycle,route_7,1718.9821069

E_25333,truck,route_8,1719.644631

E_25378,truck,route_7,1720.8122511

E_25408,car,route_6,1721.9073896

E_25400,car,route_8,1722.7800498

E_25430,truck,route_6,1723.727175

E_25447,motorcycle,route_8,1724.6044675

E_25484,car,route_6,1727.0138368

E_25482,car,route_8,1727.3043563

E_25529,motorcycle,route_7,1728.5443701

E_25537,motorcycle,route_7,1728.6895417

E_25552,motorcycle,route_6,1729.6430075

E_25574,truck,route_6,1731.0411059

E_25567,truck,route_8,1732.9384495

E_25581,truck,route_6,1734.9874435

E_25654,car,route_7,1737.9043416

E_25696,car,route_7,1738.925121

E_25638,truck,route_6,1741.4069552

E_25755,bus,route_7,1744.1148867

E_25827,car,route_7,1748.5002518000001

E_25833,motorcycle,route_6,1748.5731851

E_25851,bus,route_7,1749.3022735

E_25948,bus,route_7,1756.6865543

E_26017,car,route_7,1762.1007121

E_26019,car,route_7,1762.2448102

E_26111,car,route_7,1769.3498631

E_26118,car,route_7,1769.4948632

E_26330,car,route_7,1785.4716734

E_26422,bus,route_7,1795.9159333

E_26595,car,route_7,1808.6232986

E_26589,car,route_7,1811.8337181

E_26712,car,route_7,1817.1051184

E_26720,car,route_7,1817.6940653

E_26742,bus,route_7,1818.7911592

E_26886,car,route_7,1829.5971319

E_26994,car,route_7,1841.4253393

E_27072,motorcycle,route_7,1845.2984197

E_27144,bus,route_6,1850.993538

E_27149,bus,route_6,1851.2120782

E_27159,car,route_7,1851.647836

E_27187,bus,route_6,1853.8398885

E_27259,bus,route_7,1859.535627

E_27316,car,route_8,1861.8728163

E_27329,car,route_8,1862.6052755

E_27389,bus,route_7,1866.4070187

E_27470,bus,route_7,1873.5751288

E_27840,bus,route_7,1899.4837499

E_27820,bus,route_6,1902.3304366

E_27938,bus,route_6,1906.2003401

E_27988,bus,route_6,1909.4130801000001

E_28028,car,route_7,1909.486173

E_28054,bus,route_6,1911.0968605

E_28072,bus,route_6,1911.9764686

E_28086,bus,route_6,1912.9530106

E_28110,car,route_7,1913.9123948

E_28132,car,route_8,1915.1005023

E_28410,bus,route_6,1932.9212768

E_28437,car,route_8,1934.7487112000001

E_28469,car,route_8,1937.2291924

E_28418,bus,route_6,1939.5621149

E_28586,bus,route_6,1948.0166868000001

E_28730,car,route_6,1954.3035561

E_28735,car,route_6,1954.4475023

E_28654,bus,route_6,1955.466828

E_28757,car,route_7,1956.7846813

E_28770,bus,route_6,1961.7475941

E_28868,car,route_7,1964.7361897

E_28900,car,route_7,1966.632048

E_28908,bus,route_6,1967.4346886

E_28924,bus,route_6,1969.2582472

E_29016,bus,route_6,1980.0613229

E_29098,car,route_7,1985.6123448

E_29140,bus,route_7,1988.8977227

E_29150,car,route_7,1989.3372792

E_29151,car,route_7,1989.629683

E_29238,motorcycle,route_7,1995.912262

E_29345,car,route_7,2005.9741143

E_29361,bus,route_6,2007.879012

E_29403,bus,route_6,2010.3601068

E_29430,bus,route_6,2015.4593264

